hit_species	chr	start	end	strand	identity
GCF_002102435.1_Ovir.te_1.0_genomic	NW_018335678.1	120536	120732	-	0.626
GCF_000003205.7_Btau_5.0.1_genomic	NC_007312.6	80211575	80211888	+	1.000
GCF_001704415.1_ARS1_genomic	NC_030821.1	89999887	90000181	-	0.798
GCF_000400835.1_PHO1.0_genomic	NW_005805200.1	69487	69797	-	0.828
GCF_000471725.1_UMD_CASPUR_WB_2.0_genomic	NW_005785783.1	824763	825208	-	0.663
GCF_000298355.1_BosGru_v2.0_genomic	NW_005395962.1	225131	225512	-	0.766
GCF_000298735.2_Oar_v4.0_genomic	NC_019466.2	89879344	89879651	+	0.831
GCF_000987745.1_ASM98774v1_genomic	NW_015965618.1	6747	6954	+	0.706
GCF_000247795.1_Bos_indicus_1.0_genomic	NC_032663.1	76357193	76357506	+	0.778
GCF_000754665.1_Bison_UMD1.0_genomic	NW_011494805.1	1298914	1299272	-	0.746
GCF_000765115.1_Oori1_genomic	NW_011942582.1	221274	221581	+	0.833
