hit_species	chr	start	end	strand	identity
GCF_002102435.1_Ovir.te_1.0_genomic	NW_018342353.1	689639	689844	+	0.756
GCF_002288925.1_ASM228892v2_genomic	NW_019161016.1	1687820	1688011	+	0.679
GCF_000003205.7_Btau_5.0.1_genomic	NC_007309.6	101200219	101200424	-	0.966
GCF_001704415.1_ARS1_genomic	NC_030822.1	51596054	51596262	-	0.770
GCF_000400835.1_PHO1.0_genomic	NW_005818110.1	2568764	2568966	-	0.766
GCF_000471725.1_UMD_CASPUR_WB_2.0_genomic	NW_005785884.1	3326877	3327082	-	0.764
GCF_000298355.1_BosGru_v2.0_genomic	NW_005393549.1	611441	611648	-	0.760
GCF_000298735.2_Oar_v4.0_genomic	NC_019472.2	50811814	50812022	+	0.770
GCF_000686985.2_Bra_napus_v2.0_genomic	NC_027771.2	25647895	25648065	-	0.702
GCF_000987745.1_ASM98774v1_genomic	NW_015965589.1	2103	2310	+	0.789
GCF_000247795.1_Bos_indicus_1.0_genomic	NC_032660.1	6555434	6555638	+	0.981
GCF_000754665.1_Bison_UMD1.0_genomic	NW_011494615.1	859373	859560	-	0.810
GCF_000765115.1_Oori1_genomic	NW_011942247.1	8306922	8307129	-	0.751
