hit_species	chr	start	end	strand	identity
GCF_002102435.1_Ovir.te_1.0_genomic	NW_018341031.1	177432	177694	+	0.842
GCF_001515625.1_SAMN03320098_v1.1_genomic	NW_015641013.1	14665	14926	-	0.776
GCF_000003205.7_Btau_5.0.1_genomic	NC_007328.5	15494516	15494781	+	0.824
GCF_000400835.1_PHO1.0_genomic	NW_005813092.1	2812073	2812339	-	0.828
GCF_002099425.1_phaCin_unsw_v4.1_genomic	NW_018344164.1	358757	359025	-	0.756
GCF_001515605.1_SAMN03320099.WGS_v1.1_genomic	NW_015554119.1	108835	109083	+	0.738
GCF_000981445.1_Bbig001_genomic	NW_012237381.1	1944	2158	-	0.815
GCF_000648675.1_Clec_1.0_genomic	NW_014465023.1	11681238	11681500	+	0.773
GCF_000298735.2_Oar_v4.0_genomic	NC_019458.2	24065957	24066219	+	0.848
GCF_001077635.1_Thamnophis_sirtalis-6.0_genomic	NW_013657793.1	1244179	1244436	+	0.715
GCF_000754665.1_Bison_UMD1.0_genomic	NW_011490766.1	4341	4605	+	0.816
GCF_000772875.2_Mmul_8.0.1_genomic	NW_014916787.1	97	276	-	0.790
GCF_001515645.1_SAMN03320097.WGS_v1.1_genomic	NW_015505447.1	1731310	1731556	-	0.728
GCF_001704415.1_ARS1_genomic	NC_030810.1	24388236	24388503	+	0.836
GCF_000471725.1_UMD_CASPUR_WB_2.0_genomic	NW_005785414.1	765686	765948	+	0.827
GCF_000002295.2_MonDom5_genomic	NC_008807.1	235324813	235325067	-	0.731
GCF_000298355.1_BosGru_v2.0_genomic	NW_005395663.1	927178	927435	-	0.727
GCF_001527695.2_P.Mucros_1.0_genomic	NW_015388252.1	77796	78050	-	0.761
GCF_000247795.1_Bos_indicus_1.0_genomic	NC_032653.1	122165740	122166003	-	0.823
GCF_000241765.3_Chrysemys_picta_bellii-3.0.3_genomic	NW_007290080.1	319	581	-	0.784
GCF_000189315.1_Devil_ref_v7.0_genomic	NW_003823189.1	916120	916383	-	0.710
GCF_000765115.1_Oori1_genomic	NW_011942417.1	203725	203987	+	0.848
