hit_species	chr	start	end	strand	identity
GCF_002102435.1_Ovir.te_1.0_genomic	NW_018335221.1	1397739	1398014	-	0.850
GCF_001515625.1_SAMN03320098_v1.1_genomic	NW_015641013.1	178355	178584	+	0.742
GCF_000003205.7_Btau_5.0.1_genomic	NC_007308.6	104423346	104423617	+	1.000
GCF_000004665.1_Callithrix_jacchus-3.2_genomic	NC_013913.1	45311126	45311374	-	0.842
GCF_000400835.1_PHO1.0_genomic	NW_005811491.1	419921	420160	+	0.525
GCF_002099425.1_phaCin_unsw_v4.1_genomic	NW_018344338.1	34524	34778	+	0.650
GCF_001515605.1_SAMN03320099.WGS_v1.1_genomic	NW_015554119.1	2214986	2215233	-	0.748
GCF_000981445.1_Bbig001_genomic	NW_012237382.1	1535	1787	+	0.858
GCF_000648675.1_Clec_1.0_genomic	NW_014465049.1	6052034	6052294	-	0.700
GCF_000298735.2_Oar_v4.0_genomic	NC_019464.2	99803120	99803396	+	0.818
GCF_001077635.1_Thamnophis_sirtalis-6.0_genomic	NW_013657862.1	240274	240524	-	0.743
GCF_000754665.1_Bison_UMD1.0_genomic	NW_011494785.1	11943917	11944186	+	0.987
GCF_000242695.1_LepOcu1_genomic	NC_023186.1	25100439	25100633	+	0.702
GCF_000772875.2_Mmul_8.0.1_genomic	NW_015048811.1	154	406	-	0.846
GCF_001515645.1_SAMN03320097.WGS_v1.1_genomic	NW_015505447.1	197888	198135	+	0.736
GCF_001704415.1_ARS1_genomic	NC_030817.1	100867154	100867407	-	0.822
GCF_000471725.1_UMD_CASPUR_WB_2.0_genomic	NW_005785665.1	978844	979106	+	0.927
GCF_000002295.2_MonDom5_genomic	NC_008801.1	356712796	356713059	-	0.688
GCF_000298355.1_BosGru_v2.0_genomic	NW_005393007.1	1653326	1653593	-	0.805
GCF_001527695.2_P.Mucros_1.0_genomic	NW_015395657.1	5837	6109	+	0.715
GCF_000247795.1_Bos_indicus_1.0_genomic	NC_032659.1	105989606	105989877	+	0.990
GCF_000189315.1_Devil_ref_v7.0_genomic	NW_003823328.1	1347065	1347333	+	0.625
GCF_000765115.1_Oori1_genomic	NW_011942406.1	3359773	3360049	+	0.817
